Route_ID,Route_Name,Route,Short Name,Long Name,Description,Mode,Trip,Sign,Service,Length,Direction
692,429-F-5,429,429,"Northgate Shopping Center - Central Square, Lynn",Local Bus,3,38406170,Northgate Shopping Center via Square One Mall,BUS42018-hbl48011-Weekday-02,13.4338,F
693,429-R-1,429,429,"Northgate Shopping Center - Central Square, Lynn",Local Bus,3,38406427,Central Square,BUS42018-hbl48011-Weekday-02,3.03959,R
694,429-R-2,429,429,"Northgate Shopping Center - Central Square, Lynn",Local Bus,3,38406424,Central Square,BUS42018-hbl48011-Weekday-02,2.66865,R
695,429-R-3,429,429,"Northgate Shopping Center - Central Square, Lynn",Local Bus,3,38406144,Central Square,BUS42018-hbl48011-Weekday-02,13.6966,R
696,429-R-4,429,429,"Northgate Shopping Center - Central Square, Lynn",Local Bus,3,38406156,Central Square via Square One Mall,BUS42018-hbl48011-Weekday-02,16.0509,R
697,429-R-5,429,429,"Northgate Shopping Center - Central Square, Lynn",Local Bus,3,38406148,Central Square via Square One Mall,BUS42018-hbl48011-Weekday-02,15.3152,R
698,434-F-1,434,434,"Main Street, Peabody - Haymarket via Goodwin Circle",Commuter Bus,3,38405955,Peabody Square via Western Ave & Goodwins Circle (Express),BUS42018-hbl48011-Weekday-02,18.1109,F
699,434-R-1,434,434,"Main Street, Peabody - Haymarket via Goodwin Circle",Commuter Bus,3,38405956,Haymarket via Goodwins Circle & Western Ave (Express),BUS42018-hbl48011-Weekday-02,17.98,R
700,435-F-1,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405979,Peabody Square via Pine Hill,BUS42018-hbl48011-Weekday-02,6.85225,F
701,435-F-2,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405958,Liberty Tree Mall via North Shore Mall,BUS42018-hbl48011-Weekday-02,10.7084,F
702,435-F-3,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405976,Liberty Tree Mall via Pine Hill & North Shore Mall,BUS42018-hbl48011-Weekday-02,11.3569,F
703,435-F-4,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405957,Liberty Tree Mall via North Shore Mall,BUS42018-hbl48011-Weekday-02,11.3209,F
704,435-F-5,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38406327,Danvers Square via Malls,BUS42018-hbl48011-Weekday-02,12.5703,F
705,435-F-6,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405980,Liberty Tree Mall via Danvers,BUS42018-hbl48011-Weekday-02,14.9091,F
706,435-R-1,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405977,Central Square,BUS42018-hbl48011-Weekday-02,7.26195,R
707,435-R-2,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405978,Central Square via Pine Hill,BUS42018-hbl48011-Weekday-02,7.2971,R
708,435-R-3,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405973,Central Square via Malls,BUS42018-hbl48011-Weekday-02,11.057,R
709,435-R-4,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405966,Neptune Towers via Central Square,BUS42018-hbl48011-Weekday-02,12.2603,R
710,435-R-5,435,435,"Liberty Tree Mall - Central Square, Lynn or Neptune Towers via Peabody Square",Local Bus,3,38405967,Neptune Towers via Pine Hill & Central Square,BUS42018-hbl48011-Weekday-02,12.2954,R
711,436-F-1,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406013,Goodwins Circle,BUS42018-hbl48011-Weekday-02,4.99392,F
712,436-F-2,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406422,Goodwins Circle,BUS42018-hbl48011-Weekday-02,5.70643,F
713,436-F-3,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406006,North Shore Mall via Lynnfield St,BUS42018-hbl48011-Weekday-02,11.2324,F
714,436-F-4,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38405988,Liberty Tree via North Shore Mall & Lynnfield St,BUS42018-hbl48011-Weekday-02,12.0835,F
715,436-R-1,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406466,West Lynn Garage via Central Square,BUS42018-hbl48011-Weekday-02,3.21166,R
716,436-R-2,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406416,West Lynn Garage via Central Square,BUS42018-hbl48011-Weekday-02,4.35134,R
717,436-R-3,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406014,Neptune Towers via Central Square,BUS42018-hbl48011-Weekday-02,6.34726,R
718,436-R-4,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38406010,Central Square via Lynnfield St,BUS42018-hbl48011-Weekday-02,14.3129,R
719,436-R-5,436,436,"Liberty Tree Mall - Central Square, Lynn via Goodwin Circle",Local Bus,3,38405996,Central Square via Malls & Lynnfield St,BUS42018-hbl48011-Weekday-02,15.1721,R
720,439-F-1,439,439,"Bass Point, Nahant - Central Square, Lynn",Commuter Bus,3,38406184,Nahant,BUS42018-hbl48011-Weekday-02,3.09241,F
721,439-F-2,439,439,"Bass Point, Nahant - Central Square, Lynn",Commuter Bus,3,38406334,Nahant,BUS42018-hbl48011-Weekday-02,3.49442,F
722,439-F-3,439,439,"Bass Point, Nahant - Central Square, Lynn",Commuter Bus,3,38406374,Nahant via Central Square,BUS42018-hbl48011-Weekday-02,7.53583,F
723,439-R-1,439,439,"Bass Point, Nahant - Central Square, Lynn",Commuter Bus,3,38406183,Central Square,BUS42018-hbl48011-Weekday-02,7.56761,R
724,439-R-2,439,439,"Bass Point, Nahant - Central Square, Lynn",Commuter Bus,3,38406405,Wonderland via Central Square,BUS42018-hbl48011-Weekday-02,11.8574,R
725,441-F-1,441,441,Marblehead - Wonderland via Paradise Road,Local Bus,3,38406362,Vinnin Square via Central Square & Paradise Rd,BUS42018-hbl48011-Weekday-02,7.55891,F
726,441-F-2,441,441,Marblehead - Wonderland via Paradise Road,Local Bus,3,38406473,Marblehead via Central Square & Paradise Rd,BUS42018-hbl48011-Weekday-02,9.11255,F
727,441-F-3,441,441,Marblehead - Wonderland via Paradise Road,Local Bus,3,38406087,Marblehead via Central Square & Paradise Rd,BUS42018-hbl48011-Weekday-02,11.7546,F
728,441-R-1,441,441,Marblehead - Wonderland via Paradise Road,Local Bus,3,38406077,Wonderland via Paradise Rd & Central Square,BUS42018-hbl48011-Weekday-02,7.68018,R
729,441-R-2,441,441,Marblehead - Wonderland via Paradise Road,Local Bus,3,38406467,West Lynn via Paradise Rd & Central Square,BUS42018-hbl48011-Weekday-02,9.01628,R
730,441-R-3,441,441,Marblehead - Wonderland via Paradise Road,Local Bus,3,38406051,Wonderland via Paradise Rd & Central Square,BUS42018-hbl48011-Weekday-02,12.0874,R
731,441442-F-1,441442,441/442,"Central Square, Lynn - Wonderland",Local Bus,3,38406337,Central Square,BUS42018-hbl48011-Weekday-02,4.47798,F
732,441442-R-1,441442,441/442,"Central Square, Lynn - Wonderland",Local Bus,3,38406368,Wonderland,BUS42018-hbl48011-Weekday-02,4.68901,R
733,442-F-1,442,442,Marblehead - Wonderland via Humphrey Street,Local Bus,3,38406361,Vinnin Square via Central Square & Humphrey St,BUS42018-hbl48011-Weekday-02,8.64315,F
734,442-F-2,442,442,Marblehead - Wonderland via Humphrey Street,Local Bus,3,38406472,Marblehead via Central Square & Humphrey St,BUS42018-hbl48011-Weekday-02,8.62287,F
735,442-F-3,442,442,Marblehead - Wonderland via Humphrey Street,Local Bus,3,38406095,Marblehead via Central Square & Humphrey St,BUS42018-hbl48011-Weekday-02,11.2649,F
736,442-R-1,442,442,Marblehead - Wonderland via Humphrey Street,Local Bus,3,38406082,Wonderland via Central Square & Humphrey St,BUS42018-hbl48011-Weekday-02,8.81329,R
737,442-R-2,442,442,Marblehead - Wonderland via Humphrey Street,Local Bus,3,38406471,West Lynn via Central Square & Humphrey St,BUS42018-hbl48011-Weekday-02,8.57548,R
738,442-R-3,442,442,Marblehead - Wonderland via Humphrey Street,Local Bus,3,38406061,Wonderland via Central Square & Humphrey St,BUS42018-hbl48011-Weekday-02,11.6466,R
739,448-F-1,448,448,Marblehead - Downtown Crossing via Paradise Road,Commuter Bus,3,38406181,Marblehead via Paradise Rd & Central Square (Express),BUS42018-hbl48011-Weekday-02,20.6977,F
740,448-F-2,448,448,Marblehead - Downtown Crossing via Paradise Road,Commuter Bus,3,38406108,Marblehead via Paradise Rd & Central Square (Express),BUS42018-hbl48011-Weekday-02,20.8323,F
741,448-R-1,448,448,Marblehead - Downtown Crossing via Paradise Road,Commuter Bus,3,38406072,Downtown via Airport and Paradise Rd (Express),BUS42018-hbl48011-Weekday-02,20.5194,R
742,449-F-1,449,449,Marblehead - Downtown Crossing via Humphrey Street,Commuter Bus,3,38406179,Marblehead via Humphrey St & Central Square (Express),BUS42018-hbl48011-Weekday-02,20.2081,F
743,449-F-2,449,449,Marblehead - Downtown Crossing via Humphrey Street,Commuter Bus,3,38406107,Marblehead via Humphrey St & Central Square (Express),BUS42018-hbl48011-Weekday-02,20.3426,F
744,449-R-1,449,449,Marblehead - Downtown Crossing via Humphrey Street,Commuter Bus,3,38406074,Downtown via Airport and Humphrey St (Express),BUS42018-hbl48011-Weekday-02,20.0786,R
745,450-F-1,450,450,Salem Depot - Haymarket or Wonderland,Local Bus,3,38406476,Salem Depot,BUS42018-hbl48011-Weekday-02,6.74664,F
746,450-F-2,450,450,Salem Depot - Haymarket or Wonderland,Local Bus,3,38405904,Salem Depot,BUS42018-hbl48011-Weekday-02,15.4042,F
747,450-R-1,450,450,Salem Depot - Haymarket or Wonderland,Local Bus,3,38406470,West Lynn Garage,BUS42018-hbl48011-Weekday-02,6.44099,R
748,450-R-2,450,450,Salem Depot - Haymarket or Wonderland,Local Bus,3,38405953,Wonderland,BUS42018-hbl48011-Weekday-02,11.0004,R
749,450-R-3,450,450,Salem Depot - Haymarket or Wonderland,Local Bus,3,38405877,Haymarket,BUS42018-hbl48011-Weekday-02,14.9735,R
750,451-F-1,451,451,North Beverly - Salem Depot,Commuter Bus,3,38406030,North Beverly via Tozer Rd,BUS42018-hbl48011-Weekday-02,7.24987,F
751,451-F-2,451,451,North Beverly - Salem Depot,Commuter Bus,3,38406017,North Beverly via Cabot St,BUS42018-hbl48011-Weekday-02,7.45482,F
752,451-R-1,451,451,North Beverly - Salem Depot,Commuter Bus,3,38406025,Salem Depot via Tozer Rd,BUS42018-hbl48011-Weekday-02,6.17488,R
753,451-R-2,451,451,North Beverly - Salem Depot,Commuter Bus,3,38406022,Salem Depot via Cabot St,BUS42018-hbl48011-Weekday-02,6.38325,R
754,455-F-1,455,455,Salem Depot - Wonderland,Local Bus,3,38406482,Salem Depot via Central Square,BUS42018-hbl48011-Weekday-02,8.38147,F
755,455-F-2,455,455,Salem Depot - Wonderland,Local Bus,3,38405940,Salem Depot via Central Square,BUS42018-hbl48011-Weekday-02,12.6282,F
756,455-R-1,455,455,Salem Depot - Wonderland,Local Bus,3,38405926,Wonderland,BUS42018-hbl48011-Weekday-02,6.16594,R
757,455-R-2,455,455,Salem Depot - Wonderland,Local Bus,3,38406423,West Lynn via Central Square,BUS42018-hbl48011-Weekday-02,3.49637,R
758,455-R-3,455,455,Salem Depot - Wonderland,Local Bus,3,38405927,Wonderland via Central Square,BUS42018-hbl48011-Weekday-02,13.274,R
759,456-F-1,456,456,"Salem Depot - Central Square, Lynn",Local Bus,3,38406039,Salem Depot,BUS42018-hbl48011-Weekday-02,6.4141,F
760,456-F-2,456,456,"Salem Depot - Central Square, Lynn",Local Bus,3,38406480,Salem Depot,BUS42018-hbl48011-Weekday-02,8.35006,F
761,456-R-1,456,456,"Salem Depot - Central Square, Lynn",Local Bus,3,38406033,Central Square,BUS42018-hbl48011-Weekday-02,6.43812,R
762,459-F-1,459,459,Salem Depot - Downtown Crossing,Commuter Bus,3,38406435,Salem Depot via Airport & Central Square (Express),BUS42018-hbl48011-Weekday-02,20.4591,F
763,459-R-1,459,459,Salem Depot - Downtown Crossing,Commuter Bus,3,38406437,Downtown via Central Square & Airport (Express),BUS42018-hbl48011-Weekday-02,20.9346,R
764,465-F-1,465,465,Danvers Square - Salem Depot,Local Bus,3,38406048,Danvers Square via Peabody Square & Malls,BUS42018-hbl48011-Weekday-02,7.50888,F
765,465-F-2,465,465,Danvers Square - Salem Depot,Local Bus,3,38406046,Danvers Square via North & Margin,BUS42018-hbl48011-Weekday-02,3.8909,F
766,465-R-1,465,465,Danvers Square - Salem Depot,Local Bus,3,38406045,Salem Depot via North & Margin,BUS42018-hbl48011-Weekday-02,4.33819,R
767,465-R-2,465,465,Danvers Square - Salem Depot,Local Bus,3,38406049,Salem Depot via Malls & Peabody Square,BUS42018-hbl48011-Weekday-02,8.11804,R
768,201-F-1,201,201,Fields Corner Loop via Neponset Ave,Local Bus,3,38303964,Keystone Apts via Neponset Ave & Puritan Mall,BUS42018-hbq48011-Weekday-02,2.5778,F
769,201-F-2,201,201,Fields Corner Loop via Neponset Ave,Local Bus,3,38303915,Keystone Apts via Neponset Ave,BUS42018-hbq48011-Weekday-02,2.21705,F
770,201-F-3,201,201,Fields Corner Loop via Neponset Ave,Local Bus,3,38303880,Adams & Gallivan via Neponset Ave,BUS42018-hbq48011-Weekday-02,2.30126,F
771,201-R-3,201,201,Fields Corner Loop via Neponset Ave,Local Bus,3,38303879,Fields Corner via Adams St,BUS42018-hbq48011-Weekday-02,1.78042,R
772,201-R-4,201,201,Fields Corner Loop via Neponset Ave,Local Bus,3,38303791,Fields Corner via Adams St,BUS42018-hbq48011-Weekday-02,2.47719,R
773,202-F-5,202,202,Fields Corner Loop via Adams Street,Local Bus,3,38303419,Hallet Square via Adams St,BUS42018-hbq48011-Weekday-02,2.33242,F
774,202-F-6,202,202,Fields Corner Loop via Adams Street,Local Bus,3,38303875,Keystone Apts via Adams St,BUS42018-hbq48011-Weekday-02,2.43068,F
775,202-R-1,202,202,Fields Corner Loop via Adams Street,Local Bus,3,38303795,Fields Corner via Neponset Ave,BUS42018-hbq48011-Weekday-02,2.45124,R
776,202-R-2,202,202,Fields Corner Loop via Adams Street,Local Bus,3,38303870,Fields Corner via Neponset Ave,BUS42018-hbq48011-Weekday-02,2.35298,R
777,202-R-3,202,202,Fields Corner Loop via Adams Street,Local Bus,3,38303898,Fields Corner via Neponset Ave & Puritan Mall,BUS42018-hbq48011-Weekday-02,3.83739,R
778,210-F-1,210,210,Quincy Center - Fields Corner,Local Bus,3,38303892,Quincy Center,BUS42018-hbq48011-Weekday-02,2.24617,F
779,210-F-2,210,210,Quincy Center - Fields Corner,Local Bus,3,38304314,Quincy Center,BUS42018-hbq48011-Weekday-02,5.1768,F
780,210-F-3,210,210,Quincy Center - Fields Corner,Local Bus,3,38304313,Braintree,BUS42018-hbq48011-Weekday-02,8.73974,F
781,210-R-1,210,210,Quincy Center - Fields Corner,Local Bus,3,38303632,North Quincy,BUS42018-hbq48011-Weekday-02,2.24617,R
782,210-R-2,210,210,Quincy Center - Fields Corner,Local Bus,3,38304320,Fields Corner,BUS42018-hbq48011-Weekday-02,5.26852,R
783,211-F-1,211,211,Quincy Center - Squantum,Local Bus,3,38304362,Quincy Center,BUS42018-hbq48011-Weekday-02,6.35176,F
784,211-R-1,211,211,Quincy Center - Squantum,Local Bus,3,38303787,Squantum,BUS42018-hbq48011-Weekday-02,2.75751,R
785,211-R-2,211,211,Quincy Center - Squantum,Local Bus,3,38303790,Squantum,BUS42018-hbq48011-Weekday-02,2.60872,R
786,211-R-3,211,211,Quincy Center - Squantum,Local Bus,3,38304348,Squantum,BUS42018-hbq48011-Weekday-02,5.26117,R
787,211-R-4,211,211,Quincy Center - Squantum,Local Bus,3,38303789,Squantum,BUS42018-hbq48011-Weekday-02,5.82242,R
788,212-F-1,212,212,Quincy Center - North Quincy,Commuter Bus,3,38304387,Quincy Center,BUS42018-hbq48011-Weekday-02,2.93615,F
789,212-R-1,212,212,Quincy Center - North Quincy,Commuter Bus,3,38303786,North Quincy,BUS42018-hbq48011-Weekday-02,2.13306,R
790,212-R-2,212,212,Quincy Center - North Quincy,Commuter Bus,3,38304392,North Quincy,BUS42018-hbq48011-Weekday-02,2.96057,R
791,214-F-1,214,214,Germantown - Quincy Center,Local Bus,3,38304143,Germantown,BUS42018-hbq48011-Weekday-02,1.47351,F
792,214-F-2,214,214,Germantown - Quincy Center,Local Bus,3,38304145,Germantown,BUS42018-hbq48011-Weekday-02,2.52753,F
793,214-F-3,214,214,Germantown - Quincy Center,Local Bus,3,38304260,Germantown via McGrath,BUS42018-hbq48011-Weekday-02,3.33891,F
794,214-F-4,214,214,Germantown - Quincy Center,Local Bus,3,38304236,Germantown via Coddington,BUS42018-hbq48011-Weekday-02,3.14506,F
795,214-R-1,214,214,Germantown - Quincy Center,Local Bus,3,38304147,Quincy Center via Coddington,BUS42018-hbq48011-Weekday-02,3.15311,R
796,214-R-2,214,214,Germantown - Quincy Center,Local Bus,3,38304159,Quincy Center via McGrath,BUS42018-hbq48011-Weekday-02,3.40537,R
797,214216-F-1,214216,214/216,Houghs Neck - Quincy Center via Germantown,Local Bus,3,38304231,Houghs Neck via Germantown,BUS42018-hbq48011-Weekday-02,5.98577,F
798,215-F-1,215,215,Quincy Center - Ashmont via West Quincy,Local Bus,3,38303784,Quincy Center,BUS42018-hbq48011-Weekday-02,3.46406,F
799,215-F-2,215,215,Quincy Center - Ashmont via West Quincy,Local Bus,3,38303475,Quincy Center,BUS42018-hbq48011-Weekday-02,5.60068,F
800,215-F-3,215,215,Quincy Center - Ashmont via West Quincy,Local Bus,3,38303428,Quincy Center,BUS42018-hbq48011-Weekday-02,6.71702,F
801,215-R-1,215,215,Quincy Center - Ashmont via West Quincy,Local Bus,3,38303502,East Milton,BUS42018-hbq48011-Weekday-02,3.74064,R
802,215-R-2,215,215,Quincy Center - Ashmont via West Quincy,Local Bus,3,38303474,North Quincy,BUS42018-hbq48011-Weekday-02,5.47141,R
803,215-R-3,215,215,Quincy Center - Ashmont via West Quincy,Local Bus,3,38303429,Ashmont,BUS42018-hbq48011-Weekday-02,6.59063,R
804,216-F-1,216,216,Houghs Neck - Quincy Center,Local Bus,3,38304142,Houghs Neck,BUS42018-hbq48011-Weekday-02,2.19697,F
805,216-F-2,216,216,Houghs Neck - Quincy Center,Local Bus,3,38304146,Houghs Neck,BUS42018-hbq48011-Weekday-02,3.25099,F
806,216-F-3,216,216,Houghs Neck - Quincy Center,Local Bus,3,38304235,Houghs Neck,BUS42018-hbq48011-Weekday-02,3.86852,F
807,216-R-1,216,216,Houghs Neck - Quincy Center,Local Bus,3,38304183,Quincy Center,BUS42018-hbq48011-Weekday-02,3.87657,R
808,217-F-1,217,217,Quincy Center - Ashmont via Wollaston,Commuter Bus,3,38303754,Quincy Center,BUS42018-hbq48011-Weekday-02,5.49382,F
809,217-F-2,217,217,Quincy Center - Ashmont via Wollaston,Commuter Bus,3,38303758,Quincy Center via North Quincy,BUS42018-hbq48011-Weekday-02,8.53659,F
810,217-F-3,217,217,Quincy Center - Ashmont via Wollaston,Commuter Bus,3,38303783,Quincy Center via North Quincy,BUS42018-hbq48011-Weekday-02,9.48108,F
811,217-R-1,217,217,Quincy Center - Ashmont via Wollaston,Commuter Bus,3,38304006,Bryant Ave & Upton St,BUS42018-hbq48011-Weekday-02,3.29012,R
812,217-R-2,217,217,Quincy Center - Ashmont via Wollaston,Commuter Bus,3,38303753,Ashmont,BUS42018-hbq48011-Weekday-02,5.58878,R
813,217-R-3,217,217,Quincy Center - Ashmont via Wollaston,Commuter Bus,3,38304005,Ashmont,BUS42018-hbq48011-Weekday-02,7.12526,R
814,220-F-1,220,220,Hingham Depot - Quincy Center,Local Bus,3,38303454,Hingham Depot,BUS42018-hbq48011-Weekday-02,7.69126,F
815,220-F-2,220,220,Hingham Depot - Quincy Center,Local Bus,3,38303422,Hingham Depot via Center,BUS42018-hbq48011-Weekday-02,10.4353,F
816,220-F-3,220,220,Hingham Depot - Quincy Center,Local Bus,3,38303525,Hingham Depot via Shipyard,BUS42018-hbq48011-Weekday-02,11.3487,F
817,220-R-1,220,220,Hingham Depot - Quincy Center,Local Bus,3,38303423,Quincy Center,BUS42018-hbq48011-Weekday-02,7.559,R
818,220-R-2,220,220,Hingham Depot - Quincy Center,Local Bus,3,38303562,Quincy Center via Shipyard,BUS42018-hbq48011-Weekday-02,8.45953,R
819,221-F-1,221,221,Fort Point - Quincy Center,Commuter Bus,3,38303484,Fort Point via Des Moines Rd,BUS42018-hbq48011-Weekday-02,5.80052,F
820,221-R-1,221,221,Fort Point - Quincy Center,Commuter Bus,3,38303485,Quincy Center via Des Moines Rd,BUS42018-hbq48011-Weekday-02,6.00805,R
821,222-F-1,222,222,East Weymouth - Quincy Center,Local Bus,3,38303420,East Weymouth,BUS42018-hbq48011-Weekday-02,6.36305,F
822,222-F-2,222,222,East Weymouth - Quincy Center,Local Bus,3,38303859,East Weymouth via Essex St,BUS42018-hbq48011-Weekday-02,7.09291,F
823,222-F-3,222,222,East Weymouth - Quincy Center,Local Bus,3,38303452,Washington St & Pleasant St Weymouth,BUS42018-hbq48011-Weekday-02,7.73624,F
824,222-R-1,222,222,East Weymouth - Quincy Center,Local Bus,3,38303453,Quincy Center,BUS42018-hbq48011-Weekday-02,7.21264,R
825,222-R-2,222,222,East Weymouth - Quincy Center,Local Bus,3,38303421,Quincy Center,BUS42018-hbq48011-Weekday-02,7.44995,R
826,222-R-3,222,222,East Weymouth - Quincy Center,Local Bus,3,38303864,Quincy Center via Essex St,BUS42018-hbq48011-Weekday-02,8.16505,R
827,225-F-1,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304029,Quintree Mall via Shaw St,BUS42018-hbq48011-Weekday-02,2.89493,F
828,225-F-2,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304031,Weymouth Landing via Quincy Ave,BUS42018-hbq48011-Weekday-02,5.15347,F
829,225-F-3,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304007,Weymouth Landing via Shaw St,BUS42018-hbq48011-Weekday-02,5.40881,F
830,225-F-4,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304015,Weymouth Landing,BUS42018-hbq48011-Weekday-02,5.46711,F
831,225-F-5,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304018,Columbian Square via Shaw St,BUS42018-hbq48011-Weekday-02,7.7148,F
832,225-F-6,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304009,Columbian Square,BUS42018-hbq48011-Weekday-02,7.7731,F
833,225-R-1,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304040,Quincy Center via Shaw St,BUS42018-hbq48011-Weekday-02,2.16412,R
834,225-R-2,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304012,Quincy Center via Quincy Ave,BUS42018-hbq48011-Weekday-02,3.64082,R
835,225-R-3,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304016,Quincy Center via Shaw St,BUS42018-hbq48011-Weekday-02,3.89616,R
836,225-R-4,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304010,Quincy Center,BUS42018-hbq48011-Weekday-02,3.95446,R
837,225-R-5,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304008,Quincy Center via Shaw St,BUS42018-hbq48011-Weekday-02,7.98635,R
838,225-R-6,225,225,Weymouth Landing or Columbian Square - Quincy Center,Local Bus,3,38304020,Quincy Center,BUS42018-hbq48011-Weekday-02,8.04464,R
839,230-F-1,230,230,Montello Commuter Rail Station - Quincy Center,Local Bus,3,38304456,Montello,BUS42018-hbq48011-Weekday-02,7.80871,F
840,230-F-2,230,230,Montello Commuter Rail Station - Quincy Center,Local Bus,3,38304405,Montello,BUS42018-hbq48011-Weekday-02,11.4287,F
841,230-F-3,230,230,Montello Commuter Rail Station - Quincy Center,Local Bus,3,38304446,Montello via Holbrook Court,BUS42018-hbq48011-Weekday-02,11.9032,F
842,230-R-1,230,230,Montello Commuter Rail Station - Quincy Center,Local Bus,3,38304413,Braintree,BUS42018-hbq48011-Weekday-02,7.80176,R
843,230-R-2,230,230,Montello Commuter Rail Station - Quincy Center,Local Bus,3,38304408,Quincy Center,BUS42018-hbq48011-Weekday-02,11.4862,R
844,230-R-3,230,230,Montello Commuter Rail Station - Quincy Center,Local Bus,3,38304406,Quincy Center via Holbrook Court,BUS42018-hbq48011-Weekday-02,11.9607,R
845,236-F-1,236,236,South Shore Plaza - Quincy Center,Local Bus,3,38303495,Braintree,BUS42018-hbq48011-Weekday-02,4.67309,F
846,236-F-2,236,236,South Shore Plaza - Quincy Center,Local Bus,3,38303440,South Shore Plaza,BUS42018-hbq48011-Weekday-02,7.18966,F
847,236-R-1,236,236,South Shore Plaza - Quincy Center,Local Bus,3,38303496,Quincy Center,BUS42018-hbq48011-Weekday-02,4.74196,R
848,236-R-2,236,236,South Shore Plaza - Quincy Center,Local Bus,3,38303441,Quincy Center,BUS42018-hbq48011-Weekday-02,7.33927,R
849,238-F-1,238,238,Holbrook/Randolph Commuter Rail Station - Quincy Center,Local Bus,3,38303529,Crawford Square,BUS42018-hbq48011-Weekday-02,9.97311,F
850,238-F-2,238,238,Holbrook/Randolph Commuter Rail Station - Quincy Center,Local Bus,3,38303426,Holbrook/Randolph,BUS42018-hbq48011-Weekday-02,10.8468,F
851,238-F-3,238,238,Holbrook/Randolph Commuter Rail Station - Quincy Center,Local Bus,3,38303637,Avon Square,BUS42018-hbq48011-Weekday-02,12.1284,F
852,238-R-1,238,238,Holbrook/Randolph Commuter Rail Station - Quincy Center,Local Bus,3,38303530,Quincy Center,BUS42018-hbq48011-Weekday-02,9.34388,R
853,238-R-2,238,238,Holbrook/Randolph Commuter Rail Station - Quincy Center,Local Bus,3,38303439,Quincy Center,BUS42018-hbq48011-Weekday-02,10.2176,R
854,240-F-1,240,240,Avon Square - Ashmont,Local Bus,3,38303769,Avon Square,BUS42018-hbq48011-Weekday-02,3.13993,F
855,240-F-2,240,240,Avon Square - Ashmont,Local Bus,3,38303768,Holbrook/Randolph via Crawford Square,BUS42018-hbq48011-Weekday-02,3.81907,F
856,240-F-3,240,240,Avon Square - Ashmont,Local Bus,3,38303763,Avon Square,BUS42018-hbq48011-Weekday-02,5.10072,F
857,240-F-4,240,240,Avon Square - Ashmont,Local Bus,3,38303762,Crawford Square,BUS42018-hbq48011-Weekday-02,9.31596,F
858,240-F-5,240,240,Avon Square - Ashmont,Local Bus,3,38303481,Holbrook/Randolph via Crawford Square,BUS42018-hbq48011-Weekday-02,10.3358,F
859,240-F-6,240,240,Avon Square - Ashmont,Local Bus,3,38303430,Avon Square,BUS42018-hbq48011-Weekday-02,11.6175,F
860,240-R-1,240,240,Avon Square - Ashmont,Local Bus,3,38303761,Quincy Center via North Randolph,BUS42018-hbq48011-Weekday-02,8.19138,R
861,240-R-2,240,240,Avon Square - Ashmont,Local Bus,3,38303427,Quincy Center via North Randolph,BUS42018-hbq48011-Weekday-02,9.17599,R
